 DoctorID, Doctor first name, Doctor last name, Doctor middle name,Primary  specialty code,Primary  specialty description,Secondary specialty code,Secondary specilaty description, Doctor state, Doctor state code, Doctor zip
1923060,Fwwwwww,Bvvvvvv,Cvvvv,DEN,DENTISTRY,,,FLORIDA,FL,32837
2235457,Gxxxxxxxx,Oaaaaaa,V,GP,GENERAL PRACTICE,ORS,ORTHOPEDIC SURGERY,NORTH CAROLINA,NC,27157
2472923,Ennnnnn,Rvvvvvv,N,R,RADIOLOGY,DR,DIAGNOSTIC RADIOLOGY,WEST VIRGINIA,WV,26330
2231401,Yvvv,Foooo,Vkkkk,CHP,CHILD AND ADOLESCENT PSYCHIATRY,P,PSYCHIATRY,CONNECTICUT,CT,6604
2487961,Ndddd,Zhhhhhhhh, ,PHP,PUBLIC HEALTH AND GENERAL PREVENTIVE MEDICINE,IMG,GERIATRIC MEDICINE (INTERNAL MEDICINE),NEW YORK,NY,10701
4134844,Brrrrrrrrr,Ctttt,Pjjjjj,DEN,DENTISTRY,PED,PEDODONTICS (PEDIATRIC DENTISTRY),FLORIDA,FL,33612
8230156,Hmmmm,Cccccccccccc,Lww,PCP,CYTOPATHOLOGY,PTH,ANATOMIC/CLINICAL PATHOLOGY,LOUISIANA,LA,70056
6625359,Zjjjjjj,Nxxxxx,Snnn,PS,PLASTIC SURGERY,,,FLORIDA,FL,33021
1088796,Bzzz,Paaaaaa,Hbbb,PD,PEDIATRICS,,,ILLINOIS,IL,60178
5515033,Ycccc,Hzzzz,Rttttt,DEN,DENTISTRY,,,NEW YORK,NY,12538
8293888,Lllllll,Rfff,Zmmm,OTO,OTOLARYNGOLOGY,D,DERMATOLOGY,CALIFORNIA,CA,95403
4584768,Lsssss,Qgggggg,Ymmm,IM,INTERNAL MEDICINE,AN,ANESTHESIOLOGY,VIRGINIA,VA,24060
8863437,Aqqqqqq,Nffffffff,Hwwww,PD,PEDIATRICS,P,PSYCHIATRY,RHODE ISLAND,RI,2895
3566675,Fllll,Yiiiii,Yqq,EM,EMERGENCY MEDICINE,,,TENNESSEE,TN,37129
1244866,Oxxxx,Loo,O,DEN,DENTISTRY,,,WASHINGTON,WA,99336
8351354,Xxxxx,Ippppp,A,OM,OCCUPATIONAL MEDICINE,GP,GENERAL PRACTICE,WEST VIRGINIA,WV,25550
8624417,Xhhhhhh,Dvvvvvvvv, ,FM,FAMILY MEDICINE,EM,EMERGENCY MEDICINE,GEORGIA,GA,30046
5904523,Euu,Ymm, ,DEN,DENTISTRY,,,CALIFORNIA,CA,91733
6993779,Skkkkkk,Taaaaaaa,Uqqqqq,OBG,OBSTETRICS AND GYNECOLOGY,,,,,
7125195,Ahhhhh,Npppppppp,Jkkkk,NEP,NEPHROLOGY,IM,INTERNAL MEDICINE,TEXAS,TX,79902
1869100,Feeee,Twwwww,Rrrrrr,P,PSYCHIATRY,IM,INTERNAL MEDICINE,NORTH CAROLINA,NC,28601
5961387,Jaaaaaa,Uooooo,L,POD,PODIATRY,,,WASHINGTON,WA,98004
9416536,Lssssss,Ussssss,X,ORS,ORTHOPEDIC SURGERY,EM,EMERGENCY MEDICINE,VIRGINIA,VA,22844
6725431,Yiiii,Zoooooo,Yffff,OM,OCCUPATIONAL MEDICINE,ADL,ADOLESCENT MEDICINE (PEDIATRICS),WASHINGTON,WA,98837
3498535,Dzzzz,Xxxxxx,Eqqq,OBG,OBSTETRICS AND GYNECOLOGY,MFM,MATERNAL AND FETAL MEDICINE,WASHINGTON,WA,98104
8678490,Tmmmm,Unnnn,Bmmmm,GYN,GYNECOLOGY,OBG,OBSTETRICS AND GYNECOLOGY,,,
26377,Zkkkkkkkk,Myyyyyyy,Viiiiii,D,DERMATOLOGY,,,FLORIDA,FL,33143
3135604,Quuuuuu,Udddd,U,IM,INTERNAL MEDICINE,AN,ANESTHESIOLOGY,NEW JERSEY,NJ,7030
7061336,Eaaaaa,Nddddddddddddddd, ,FM,FAMILY MEDICINE,,,FLORIDA,FL,33952
3200673,Chhhhh,Dzzzz,Fssss,AM,AEROSPACE MEDICINE,AN,ANESTHESIOLOGY,SOUTH DAKOTA,SD,57702
5224769,Czzzzz,Ufffffff,Jtttt,FM,FAMILY MEDICINE,,,CALIFORNIA,CA,91910
2173516,Lnnnnnn,Kdddddddd, ,FM,FAMILY MEDICINE,,,CALIFORNIA,CA,95376
5709847,Ntttttt,Mooooooo,Osssss,DEN,DENTISTRY,OSG,ORAL AND MAXILLOFACIAL SURGERY (DENTISTRY),ILLINOIS,IL,60010
3958810,Aeee,Nfff,Dggggg,IM,INTERNAL MEDICINE,,,MASSACHUSETTS,MA,1854
7006227,Mgggg,Kjjjjjj,Fzzzz,GYN,GYNECOLOGY,OBG,OBSTETRICS AND GYNECOLOGY,INDIANA,IN,47274
1196860,Biiii,Bjjjjjj,Qkkkkkk,FM,FAMILY MEDICINE,FM,FAMILY MEDICINE,TEXAS,TX,77802
9491318,Iooooo,Jxxxxxxx,Hnnnnn,GE,GASTROENTEROLOGY,IM,INTERNAL MEDICINE,CALIFORNIA,CA,95670
9153770,Siiii,Vpp,Snnnnn,DEN,DENTISTRY,,,MARYLAND,MD,21078
7038764,Dvvvvvvv,Zaaa,D,PD,PEDIATRICS,,,MASSACHUSETTS,MA,1028
4671293,Yrrrr,Mgggg,Bppp,DEN,DENTISTRY,,,UTAH,UT,84057
3181580,Xdddd,Ieeee,Fppppp,PD,PEDIATRICS,HPM,HOSPICE AND PALLIATIVE MEDICINE,,,
7747595,Pss,Rggggggg, ,P,PSYCHIATRY,FOP,FORENSIC PATHOLOGY,NEW YORK,NY,10019
6040938,Lkkk,Pbbbbb, ,FM,FAMILY MEDICINE,,,NEW JERSEY,NJ,7041
9958477,Xzzz,Fffff,Niiii,FM,FAMILY MEDICINE,,,NEW YORK,NY,10583
3629032,Auuuuuu,Mnnnnn, ,NEP,NEPHROLOGY,IM,INTERNAL MEDICINE,NEW YORK,NY,13669
5641111,Ufffff,Dvvvvvvv,Fkkkkkk,UCM,URGENT MEDICAL CARE,PD,PEDIATRICS,TEXAS,TX,78216
2948178,Bkkk,Ooooooo,Rrrrr,N,NEUROLOGY,,,PENNSYLVANIA,PA,15213
1580173,Vvvvvv,Ttt, ,PD,PEDIATRICS,,,CALIFORNIA,CA,90017
6219691,Udddd,Moooooooo,Zgggg,OBG,OBSTETRICS AND GYNECOLOGY,GYN,GYNECOLOGY,MASSACHUSETTS,MA,2445
1369830,Oaaaaa,Shhhhhhhhh,Bvvv,OM,OCCUPATIONAL MEDICINE,,,ILLINOIS,IL,60612
6546619,Ldddd,Maaaaaa,Fnnnn,PG,PEDIATRIC GASTROENTEROLOGY,PD,PEDIATRICS,PENNSYLVANIA,PA,19104
6041402,Sggggg,Jvvvvvvvv,Obbbbb,IM,INTERNAL MEDICINE,ID,INFECTIOUS DISEASE,ARIZONA,AZ,85004
5365606,Nvvvvv,Foooo,W,IM,INTERNAL MEDICINE,,,,,
5287441,Lyyyyyy,Dccccc,Osss,PD,PEDIATRICS,,,NEW YORK,NY,10532
5603763,Vvvvv,Lrrrr,Xbbb,IM,INTERNAL MEDICINE,ACU,ACUPUNCTURE,PENNSYLVANIA,PA,19123
9756659,Znnnnn,Hrrrr,Zxxxxx,OTO,OTOLARYNGOLOGY,,,PENNSYLVANIA,PA,18643
5537345,Klllll,Wttt,Xc,IM,INTERNAL MEDICINE,,,NEW YORK,NY,11201
3984966,Gwwww,Jtttttt,Riiii,IM,INTERNAL MEDICINE,,,IDAHO,ID,83702
3955106,Heeee,Jcccc,Irrrrr,IM,INTERNAL MEDICINE,DIA,DIABETES,,,
3220020,Ull,Hyyyyyy,Oqqqqqqqq,IM,INTERNAL MEDICINE,,,CALIFORNIA,CA,90073
5994249,Smmmmm,Rrrrrrrrrrr,S,NS,NEUROLOGICAL SURGERY,,,MAINE,ME,4401
1203034,Jbbbbbbbb,Brrrrrrrr,Vwwwwwww,OBG,OBSTETRICS AND GYNECOLOGY,IM,INTERNAL MEDICINE,CALIFORNIA,CA,92201
9599866,Fqq,Piiii,Xmmmm,IM,INTERNAL MEDICINE,GE,GASTROENTEROLOGY,TENNESSEE,TN,38305
1948637,Tee,Gwwwwwww,Aoooo,FM,FAMILY MEDICINE,OBG,OBSTETRICS AND GYNECOLOGY,FLORIDA,FL,32643
1734124,Svvvvv,Feeee,Xjjjjjjjjj,P,PSYCHIATRY,,,NEW YORK,NY,12308
9566395,Jssss,Apppppp,Arrrrrr,PD,PEDIATRICS,PHP,PUBLIC HEALTH AND GENERAL PREVENTIVE MEDICINE,KENTUCKY,KY,40503
4035088,Wqqq,Bccccc,Lccccc,CHP,CHILD AND ADOLESCENT PSYCHIATRY,P,PSYCHIATRY,NEBRASKA,NE,68803
1363802,Ntttttt,Rdd,Asssssss,OBG,OBSTETRICS AND GYNECOLOGY,,,ILLINOIS,IL,60031
5963789,Sd,Ga, ,IM,INTERNAL MEDICINE,FM,FAMILY MEDICINE,CONNECTICUT,CT,6902
9613504,Tcccccccccc,Qpppppp, ,FM,FAMILY MEDICINE,FP,FAMILY PRACTICE,COLORADO,CO,80913
3309157,Allll,Yzz,Pnnnn,N,NEUROLOGY,,,,,
2670010,Taaaa,Jrrrr,Ewwwww,IM,INTERNAL MEDICINE,,,PENNSYLVANIA,PA,19114
3680073,Qzzzz,Iuuuuu,Dvvvvv,GP,GENERAL PRACTICE,,,KANSAS,KS,67218
7490432,Qmmmm,Wiiiiiiii,O,VET,VETERINARY MEDICINE,,,CONNECTICUT,CT,6770
8137072,Ohhh,Gcccccccc,Y,GP,GENERAL PRACTICE,FM,FAMILY MEDICINE,ARIZONA,AZ,85721
9172571,Yeeeee,Yjj,Daa,DEN,DENTISTRY,,,PENNSYLVANIA,PA,19146
3990474,Snnnn,Ammmmmmmm,Issss,DEN,DENTISTRY,,,,,
5594613,Dfff,Xqqqq,Scc,GP,GENERAL PRACTICE,,,TEXAS,TX,76051
4750868,Vzzzzz,Aiiiii,S,GP,GENERAL PRACTICE,ADU,ADULT HEALTH (NURSE PRACTITIONERS),PENNSYLVANIA,PA,19107
8101319,Yoooooo,Vpppp,Vnnnnnn,GP,GENERAL PRACTICE,,,CALIFORNIA,CA,94002
4807326,Offf,Lwwww,Dsssss,DEN,DENTISTRY,,,MICHIGAN,MI,48015
2161513,Zxxxxxxxxx,Dccccc,Isssss,IM,INTERNAL MEDICINE,HOS,HOSPITALIST,NEW JERSEY,NJ,7052
1079105,Aiii,Zeeeeeee, ,DEN,DENTISTRY,,,CALIFORNIA,CA,91351
8433640,Vaaaaaaaa,Fzzzzz,Vyyyyyyy,PD,PEDIATRICS,,,PENNSYLVANIA,PA,19006
5112976,Nuuuu,Ctttt,L,GP,GENERAL PRACTICE,FM,FAMILY MEDICINE,NORTH DAKOTA,ND,58701
2637121,Rddddd,Pooooooo, ,REN,REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,GYN,GYNECOLOGY,,,
6590053,Caaaaaa,Qeeeeeee,Odd,FM,FAMILY MEDICINE,FM,FAMILY MEDICINE,TENNESSEE,TN,38506
3725004,Ziiiiiii,Yuuuuuuuuu,Bpppp,AC,ACUTE CARE,,,,,
1270734,Ivvv,Ccccc,Rccccc,DEN,DENTISTRY,,,CALIFORNIA,CA,95020
5269160,Rcccc,Auuu,H,CD,CARDIOVASCULAR DISEASE,IM,INTERNAL MEDICINE,ILLINOIS,IL,60612
5317637,Kwwwww,Zxxxxxx,X,DEN,DENTISTRY,,,PENNSYLVANIA,PA,15090
3325771,Lttttt,Gfffffff,Qiii,DEN,DENTISTRY,,,,,
6658270,V,Pvvvvvvvv,Ahhhhhhh,VET,VETERINARY MEDICINE,,,NORTH CAROLINA,NC,28712
1272802,Bmmmm,Nuuuuu,Soooooo,P,PSYCHIATRY,,,LOUISIANA,LA,70002
3419830,Gjjjj,Tddddddd,Coo,MID,MIDWIFERY (CNMS),OBS,OBSTETRICS,VERMONT,VT,5201
5587802,Ummmmmm,Plllllll,C,GP,GENERAL PRACTICE,OM,OCCUPATIONAL MEDICINE,ALASKA,AK,99669
6421726,Lkkkkkk,Bxxxxx,Maaaa,EM,EMERGENCY MEDICINE,GP,GENERAL PRACTICE,MINNESOTA,MN,55410
1533769,Xxxx,Fnnnnnnnnn,Hjjjjjjj,IM,INTERNAL MEDICINE,PHM,PHARMACEUTICAL MEDICINE,SOUTH CAROLINA,SC,29526
8012817,Iiiiiiiiiii,Dwwwwwwww,H,DEN,DENTISTRY,,,CALIFORNIA,CA,90212
6304644,Pxxx,Guuuuuu,Ehhhhhh,POS,PODIATRIC FOOT SURGERY,POD,PODIATRY,FLORIDA,FL,33756
7005369,Nssssss,Vmmmmmmm, ,POD,PODIATRY,POH,ORTHOPEDIC AND PRIMARY PODIATRIC MEDICINE,MARYLAND,MD,20745
6317819,Xyyyyy,Dnnnnn,Roooooo,DEN,DENTISTRY,OSG,ORAL AND MAXILLOFACIAL SURGERY (DENTISTRY),CALIFORNIA,CA,93263
3052411,Vsss,Xaaaa,Itttttttt,,,,,FLORIDA,FL,33143
2378560,Qdddddddd,Lwwww,I,FM,FAMILY MEDICINE,,,VIRGINIA,VA,22701
3987154,Tnnnn,Kwwwwww,Dxx,AN,ANESTHESIOLOGY,,,,,
4376981,Dhhhhh,Duu,Vjjjjjj,IC,INTERVENTIONAL CARDIOLOGY,CD,CARDIOVASCULAR DISEASE,TENNESSEE,TN,38138
4661154,Vrrrr,Vggggg,Naaa,FP,FAMILY PRACTICE,GP,GENERAL PRACTICE,CALIFORNIA,CA,95661
1358283,Sqqqq,Immmmmmmm,Chhhhhh,DEN,DENTISTRY,,,MARYLAND,MD,21244
5800489,Wfffff,Miiiiiii,Appp,OTO,OTOLARYNGOLOGY,,,,,
3958701,Cqqqqq,Rrrrrr,Vffff,POD,PODIATRY,GS,GENERAL SURGERY,WEST VIRGINIA,WV,26505
5219279,Rssss,Ulllllll,Rtttttttt,P,PSYCHIATRY,GP,GENERAL PRACTICE,ARIZONA,AZ,85255
6099412,Tmmmm,Bsssss,Fxxx,HOS,HOSPITALIST,IM,INTERNAL MEDICINE,FLORIDA,FL,33070
2219669,Tvvvvvvv,Kuuuuu,Zyy,P,PSYCHIATRY,FM,FAMILY MEDICINE,OHIO,OH,43567
8695496,Wtttttt,Qllllllll,J,DEN,DENTISTRY,,,OHIO,OH,44720
8477482,Cccc,Vccc,D,DEN,DENTISTRY,,,,,
9370161,Wmmmmmmm,Bmmmmmm,Gffff,PED,PEDODONTICS (PEDIATRIC DENTISTRY),DEN,DENTISTRY,KENTUCKY,KY,42701
3422621,Qpppp,Hkkkkk,Kppp,OBG,OBSTETRICS AND GYNECOLOGY,GYN,GYNECOLOGY,INDIANA,IN,46825
8151452,Qhhhhhh,Mjjjjjj,Pxxxxx,DR,DIAGNOSTIC RADIOLOGY,,,ARIZONA,AZ,85306
2070192,Usss,Adddd,Illllll,IM,INTERNAL MEDICINE,IMG,GERIATRIC MEDICINE (INTERNAL MEDICINE),CALIFORNIA,CA,90033
5627652,Rsssss,Jzzzzz,Tvvvv,OSG,ORAL AND MAXILLOFACIAL SURGERY (DENTISTRY),DEN,DENTISTRY,KENTUCKY,KY,40207
2301088,Ldddddd,Chhhhh,W,POD,PODIATRY,,,ILLINOIS,IL,60102
8594961,Fssss,Prrrr,Kkkkkkk,PMD,PAIN MEDICINE,EM,EMERGENCY MEDICINE,NEVADA,NV,89109
1761473,Mzzzzzz,Wmmmm,Y,PER,PERIODONTICS,DEN,DENTISTRY,INDIANA,IN,46202
1955852,Shhhhhhhh,Yhhhhh,O,FM,FAMILY MEDICINE,FM,FAMILY MEDICINE,MISSISSIPPI,MS,39747
9334994,Xlllll,Fyyyyyyy,Mjjjjj,DEN,DENTISTRY,,,NEW YORK,NY,11226
5368600,Dmmm,Ztttttt,Bbbb,VET,VETERINARY MEDICINE,,,ILLINOIS,IL,60014
1852534,Vlll,Axxxxx,Rvvvvvvv,PMD,PAIN MEDICINE,FM,FAMILY MEDICINE,INDIANA,IN,46383
5946415,Oppppppp,Vdddddddd,Z,DEN,DENTISTRY,,,FLORIDA,FL,34119
8715268,Zmm,Ljjj,Zeeeeeee,DEN,DENTISTRY,,,CALIFORNIA,CA,91762
4105739,Gcc,Jsssss,Sggg,VET,VETERINARY MEDICINE,,,CALIFORNIA,CA,91304
1725738,Qqqqqq,Apppppppp,T,VET,VETERINARY MEDICINE,,,ILLINOIS,IL,60046
3259081,Sdddddd,Yqqqqq,F,FM,FAMILY MEDICINE,FM,FAMILY MEDICINE,WEST VIRGINIA,WV,25401
6857059,Syyyyyyy,Baaaaa,Snnnnn,PMD,PAIN MEDICINE,FM,FAMILY MEDICINE,TEXAS,TX,77379
3226573,Sggggggg,Mtttttt,I,DEN,DENTISTRY,OSG,ORAL AND MAXILLOFACIAL SURGERY (DENTISTRY),FLORIDA,FL,33143
3086763,Nllll,Sx,Y,DEN,DENTISTRY,,,GEORGIA,GA,30093
3035555,Luu,Okkkkk,O,GP,GENERAL PRACTICE,GS,GENERAL SURGERY,NEBRASKA,NE,68503
7027843,Hbbbb,Vxxxx,Kff,FM,FAMILY MEDICINE,FP,FAMILY PRACTICE,VIRGINIA,VA,24501
6245801,Alll,Fqqq,A,VET,VETERINARY MEDICINE,,,CALIFORNIA,CA,92553
8695943,Tmmmmmm,Ihhhhhh,U,DEN,DENTISTRY,,,CALIFORNIA,CA,91744
9582226,Xnnnnn,Gccccc,Lhhhhh,PD,PEDIATRICS,,,ILLINOIS,IL,60188
3168905,Lrr,Kqqqqq,D,DEN,DENTISTRY,,,ARKANSAS,AR,72205
2826862,Uwww,Bhhhhhh,Hwwwwwww,GS,GENERAL SURGERY,,,MAINE,ME,4976
6133396,Grrrrr,Zmm,Lm,AN,ANESTHESIOLOGY,PME,PAIN MEDICINE (RESIDENTS ONLY),,,
1256827,Bllll,Pfffff,Wyyyy,IM,INTERNAL MEDICINE,END,"ENDOCRINOLOGY, DIABETES AND METABOLISM",VIRGINIA,VA,22701
6278259,Wfffff,Kiiii,Vaaaa,HOS,HOSPITALIST,IM,INTERNAL MEDICINE,GEORGIA,GA,30281
1476992,Pjjj,Hhh,Gyyyyy,NEP,NEPHROLOGY,IM,INTERNAL MEDICINE,CALIFORNIA,CA,91754
8398116,Kqqq,Xppppp,Oxxx,EM,EMERGENCY MEDICINE,,,CONNECTICUT,CT,6510
3347773,Iwwwww,Qkkk,Rll,GP,GENERAL PRACTICE,ACU,ACUPUNCTURE,,,
1521345,Xmmmmmm,Ykkkkk,Fzzzz,FM,FAMILY MEDICINE,EM,EMERGENCY MEDICINE,GEORGIA,GA,31501
9528082,Obbbbbb,Errrr,Sppppppp,P,PSYCHIATRY,,,PENNSYLVANIA,PA,19139
8543433,Peeeee,Uaaaaaaaaa,Jtt,PDS,PEDIATRIC SURGERY (SURGERY),GS,GENERAL SURGERY,OHIO,OH,45229
2887083,Qeeeeee,Qyyy, ,PCC,PULMONARY CARE CRITICAL MEDICINE,PUD,PULMONARY DISEASE,TEXAS,TX,78503
7815610,Qssssss,Xttt,Guuuuu,IM,INTERNAL MEDICINE,,,GEORGIA,GA,30116
2571125,Bssssss,Tiiiiii,Azzzzz,PD,PEDIATRICS,NDP,NEURODVLPMNTL DISABILTY(PEDIATRICS),NORTH CAROLINA,NC,28150
5500558,Diiii,Seee,Zxx,OMF,ORAL AND MAXILLOFACIAL SURGERY,OSG,ORAL AND MAXILLOFACIAL SURGERY (DENTISTRY),MINNESOTA,MN,55746
3987842,Lwww,Oppp,M,IM,INTERNAL MEDICINE,RHU,RHEUMATOLOGY,,,
9870964,Cpppp,Fzzzz,Guuuuu,FM,FAMILY MEDICINE,LM,LEGAL MEDICINE,FLORIDA,FL,34221
6680867,Rsssss,Gccccccccc, ,HEM,HEMATOLOGY (INTERNAL MEDICINE),IM,INTERNAL MEDICINE,,,
5113131,Viiiiii,Rffffff,Cxxxx,GS,GENERAL SURGERY,,,VIRGINIA,VA,22204
6950380,Vqqqqqq,Auuuuuu,Dwww,OTO,OTOLARYNGOLOGY,,,,,
3516337,Rhhhhhhhh,Iggggg,Tllll,P,PSYCHIATRY,CHP,CHILD AND ADOLESCENT PSYCHIATRY,ALASKA,AK,99508
2622697,Sqqq,Cfff,Srrrrrrr,CHP,CHILD AND ADOLESCENT PSYCHIATRY,P,PSYCHIATRY,PENNSYLVANIA,PA,19341
6352916,Roooooo,Lyyyy,Vffff,PD,PEDIATRICS,,,NEW YORK,NY,10457
4978877,Nwww,Fddd,Zyyy,FM,FAMILY MEDICINE,FP,FAMILY PRACTICE,TEXAS,TX,78245
8424045,Duuuu,Xccccc,R,ORS,ORTHOPEDIC SURGERY,LM,LEGAL MEDICINE,,,
3491302,Weeeee,Knnnn,Xg,OPH,OPHTHALMOLOGY,,,CALIFORNIA,CA,95616
9670966,Sgggggg,Guuuuuuuuu,Ojjj,ORS,ORTHOPEDIC SURGERY,OFA,"FOOT AND ANKLE, ORTHOPEDICS",WASHINGTON,WA,98104
9391028,Pssss,Xmmmmmmmmmmmmm,Nsssss,IM,INTERNAL MEDICINE,,,FLORIDA,FL,34639
1372824,Joooo,Jhhhhhh,Illll,NPM,NEONATAL-PERINATAL MEDICINE,PD,PEDIATRICS,TEXAS,TX,76104
9775855,Hnnn,Luuuu,Ykkkkkk,GS,GENERAL SURGERY,TS,THORACIC SURGERY,,,
3372957,Pggggggg,Qzzzz, ,IM,INTERNAL MEDICINE,,,MASSACHUSETTS,MA,1841
2899834,Qjjjjj,Kxxxxxxx, ,IM,INTERNAL MEDICINE,,,ILLINOIS,IL,60202
3993261,Yvvvv,Olllll, ,FM,FAMILY MEDICINE,GP,GENERAL PRACTICE,FLORIDA,FL,33155
2287619,Yiiiiiii,Xaaa,Vppppppp,IM,INTERNAL MEDICINE,HOS,HOSPITALIST,SOUTH CAROLINA,SC,29732
5794962,Vooooooo,Bnnnnnn,Biiii,FM,FAMILY MEDICINE,EM,EMERGENCY MEDICINE,FLORIDA,FL,32701
3211447,Zsss,Scccccccc,Obbb,AM,AEROSPACE MEDICINE,OM,OCCUPATIONAL MEDICINE,NEVADA,NV,89191
5069818,Yqqqqqqq,Zppp,Qeeeeee,NEP,NEPHROLOGY,IM,INTERNAL MEDICINE,NEW YORK,NY,10032
8078255,Fiiiii,Nkkkkk,Pggggg,OBG,OBSTETRICS AND GYNECOLOGY,,,NEW JERSEY,NJ,7095
5688232,Fzzz,Ceeee,Rsssssssss,AN,ANESTHESIOLOGY,,,FLORIDA,FL,32114
2657593,Edddd,Sooooo,Njjjjjj,NO,OTOLOGY/NEUROTOLOGY,OTO,OTOLARYNGOLOGY,FLORIDA,FL,34747
9367592,Meeeee,Sffff,Mr,FM,FAMILY MEDICINE,,,PENNSYLVANIA,PA,19178
1692025,Mllllllll,Mllll,Vssss,OPH,OPHTHALMOLOGY,,,ARKANSAS,AR,72205
6167025,Auuuuuu,Ohhhhhhhhh,Bvvvvv,OBG,OBSTETRICS AND GYNECOLOGY,,,COLORADO,CO,80124
4315958,Cqqqq,Qgggggg,Snnnnnnnnn,CD,CARDIOVASCULAR DISEASE,IM,INTERNAL MEDICINE,TENNESSEE,TN,37205
81031,Laaaaa,Duuuuu,Czzzzzz,PHM,PHARMACEUTICAL MEDICINE,,,COLORADO,CO,80230
3200068,Pgggggg,Wqqqqqq,P,FM,FAMILY MEDICINE,,,MARYLAND,MD,21157
1087957,Gf,Yppppp,Dkk,ADL,ADOLESCENT MEDICINE (PEDIATRICS),PHP,PUBLIC HEALTH AND GENERAL PREVENTIVE MEDICINE,CALIFORNIA,CA,90095
8085407,Jffffff,Nmmmmmmmm,Ceee,ORS,ORTHOPEDIC SURGERY,TTS,TRANSPLANT SURGERY,VIRGINIA,VA,22102
2717992,Xeeeeee,Oaaaa, ,IM,INTERNAL MEDICINE,HOS,HOSPITALIST,COLORADO,CO,80012
7854686,Occc,Issss,Puuuuuu,DR,DIAGNOSTIC RADIOLOGY,,,TEXAS,TX,78419
2243414,Eppppp,Gqqqqqqq,Sccc,OBG,OBSTETRICS AND GYNECOLOGY,OBS,OBSTETRICS,NEW YORK,NY,11040
4037299,Tssss,Tee,Hssss,CD,CARDIOVASCULAR DISEASE,IM,INTERNAL MEDICINE,CALIFORNIA,CA,92122
8586998,Xmmmm,Uvvvvv,Wll,IM,INTERNAL MEDICINE,,,TEXAS,TX,75229
7694323,Ynnnn,Hvvv,Hfff,R,RADIOLOGY,RNR,NEURORADIOLOGY,ARIZONA,AZ,85711
1018861,Nccccccc,Annnn,Tnn,FM,FAMILY MEDICINE,,,ARIZONA,AZ,86305
9747757,Ahhhhh,Ceeee,Azzzzzz,PD,PEDIATRICS,,,FLORIDA,FL,33033
8870942,Nsssss,Luuuuuu,Zk,IM,INTERNAL MEDICINE,,,,,
9839449,Eddd,Lhhhhh,Lffff,DEN,DENTISTRY,,,TEXAS,TX,77096
7008718,Wwww,Ckkkkk,Ukkkk,OPT,OPTOMETRY,,,MISSOURI,MO,63368
8223868,Cuuuuu,Iccccc,Afffff,GE,GASTROENTEROLOGY,IM,INTERNAL MEDICINE,LOUISIANA,LA,70808
3290601,Qggggggg,Wnnnnnnnn,Qooo,FM,FAMILY MEDICINE,DIA,DIABETES,NEW MEXICO,NM,87105
4017737,Gssss,Hmmmmm,U,GP,GENERAL PRACTICE,FP,FAMILY PRACTICE,NEW YORK,NY,10921
6944303,Qdddd,Iggggggg,O,VET,VETERINARY MEDICINE,,,MICHIGAN,MI,48640
9842941,Njjjjj,Eoooooooo,Gggggggggggggggg,HOS,HOSPITALIST,IM,INTERNAL MEDICINE,NEW HAMPSHIRE,NH,3820
4712195,Offfff,Zuuu,J,P,PSYCHIATRY,,,MASSACHUSETTS,MA,1701
6773183,Qyyyy,Hjjjj, ,VET,VETERINARY MEDICINE,,,MINNESOTA,MN,55418
2553018,Izzzzz,Sxxxx,M,GP,GENERAL PRACTICE,,,OREGON,OR,97504
6757842,Zbbbbb,Kooooo, ,DEN,DENTISTRY,,,PENNSYLVANIA,PA,15217
1621234,Mnnnnn,Eeeeeeeee,D,DEN,DENTISTRY,,,MASSACHUSETTS,MA,1886
7813662,Kzzz,Kccccccccc,R,DEN,DENTISTRY,,,CONNECTICUT,CT,6854
3955349,Ohhhh,Znnnnn,Ossss,OSG,ORAL AND MAXILLOFACIAL SURGERY (DENTISTRY),OMF,ORAL AND MAXILLOFACIAL SURGERY,ARKANSAS,AR,72703
3337307,Qwwwwww,Obbbb,Nwwwww,P,PSYCHIATRY,,,NEW YORK,NY,10001
6925422,Gmmmm,Hsssssssssss,Maaaaa,DMP,DERMATOPATHOLOGY,ATP,ANATOMIC PATHOLOGY,MARYLAND,MD,21146
7237738,Cuuuuu,Nmmmm,U,DEN,DENTISTRY,,,TEXAS,TX,77304
1706673,Dvvvvv,Gggggggg,Vyy,DEN,DENTISTRY,,,MISSISSIPPI,MS,38668
2436921,Hggggg,Fsssss,Isssssss,DEN,DENTISTRY,DAN,DENTAL ANESTHESIOLOGY,WASHINGTON,WA,98837
6704263,Ghhh,Nhhhh,Y,VET,VETERINARY MEDICINE,VES,"VETERINARY MEDICINE, SMALL ANIMAL",GEORGIA,GA,30066
2279991,Quuuu,Bdddddddd,Fxxxxxxxx,OBG,OBSTETRICS AND GYNECOLOGY,MFM,MATERNAL AND FETAL MEDICINE,MICHIGAN,MI,49546
5034009,Fhhh,Bxxx,Cwwwww,DEN,DENTISTRY,,,UTAH,UT,84037
9678593,Diiii,Tnnnnn,Ahhhhh,P,PSYCHIATRY,NUP,NEUROPSYCHIATRY,,,
9252342,Kssss,Yuuuu,J,FM,FAMILY MEDICINE,,,NEW YORK,NY,13316
